Radius (um),Gap (nm),Width (nm),Nd (cm^-3),r_L,Lc (um),ER (dB),Q Factor,FSR (nm),f_RC (GHz),f_EO (GHz),VpiL (V.cm),Efficiency (1/V.cm),Is_Valid,Max_Variation,Worst_Case,Is_Robust
9.000016858688488,209.8973175200917,427.26638260138463,1.4426939000442655e+18,0.4999846707344085,7.9987028384020515,4.257860945112519,8296.813206151,8.284856711842531,40.6739003661077,20.236121149239715,0.5753105719906856,1.7381915936983516,True,0.0476423430187135,gap-5nm→ER,True
11.782549456144318,172.24761513874716,424.8871189474402,1.5177615472084664e+18,0.5,8.645157989136905,4.265476475564417,7943.084437502665,6.581078305281351,41.9522882767016,21.07072316152552,0.5524320600208127,1.8101773455406,True,0.05805595619971227,gap-5nm→ER,True
9.434582111218202,224.18671754341275,403.1840835045524,2.427571707626828e+18,0.5,7.484539370313313,7.633498170071289,7831.824995427026,8.090054084743715,55.91265318252979,22.603748659255952,0.3794058800511305,2.6356997942816154,True,0.044605675615298365,gap-5nm→ER,True
9.232855471599269,207.4769583139996,423.4585082348087,1.3974709440050865e+18,0.5,7.023576638066081,4.06431468394447,8228.314820193053,8.340086950721178,40.39131352722311,20.326755871374218,0.5901568898158561,1.694464670762423,True,0.0481981232097388,gap-5nm→ER,True
9.0,164.37413462317554,426.9284837127234,2.2003507253394816e+18,0.5,6.885697244756896,5.843317213414473,7174.878545024667,8.547057569951184,50.271086418552095,23.76997448639325,0.4104385857995108,2.4364181015097723,True,0.06083682218570954,gap-5nm→ER,True
9.22149085426338,207.9870574065612,424.1808020944364,1.4004700447837583e+18,0.5,7.146214312617734,4.096161240392503,8263.143014727662,8.320162102134676,40.36578005338535,20.25945032313453,0.5891456182923542,1.6973732281986789,True,0.04807991480187422,gap-5nm→ER,True
10.2797602589784,176.58420524439953,439.9451007019385,2.944501410995713e+18,0.5,8.225212018001772,7.653438333977903,6547.18340444655,7.418866428780573,56.4332216851449,26.1868495339442,0.325111474490114,3.0758680590045056,True,0.05663020645679845,gap-5nm→ER,True
10.77920421747938,175.47121277139055,416.7368348588324,1.6036013976454687e+18,0.5,8.058380729147597,4.539100311930352,7937.633355611587,7.166557451634294,43.96567757142631,21.323859532980567,0.5286455372447548,1.8916266752423472,True,0.056989404940332326,gap-5nm→ER,True
10.270548696138023,176.62057764159388,438.3319731074554,1.5068309612204608e+18,0.5,7.70215154371265,4.361274860670978,8131.102050082598,7.521024959484816,40.51879895469401,20.524032832846245,0.5556356249465321,1.7997406125574262,True,0.056618544302875294,gap-5nm→ER,True
9.0,150.99110922463453,474.4862096819716,2.891014824950441e+18,0.4291554630242588,10.0,9.660529179078216,8794.185464204344,7.860953837482442,51.84764216386844,20.259144459625517,0.329914540004921,3.03108799019614,True,0.06622906508437301,gap-5nm→ER,True
